student_id,name,roll_number,department,year,attendance_pct,backlogs,grade_trend,fee_delay_days,family_income_bracket,extracurricular,attendance_trend_3m,risk_level
304,Student_0304,ROLL00304,CSE,4,99.23,1,0.415,20,mid,1,-2.72,Low
305,Student_0305,ROLL00305,MBA,3,59.03,1,0.151,20,mid,1,-3.94,Medium
306,Student_0306,ROLL00306,Physics,2,97.95,2,1.11,3,high,1,-1.24,Low
307,Student_0307,ROLL00307,ME,1,65.33,0,0.016,2,low,1,4.22,Low
308,Student_0308,ROLL00308,ECE,2,64.42,1,-1.099,4,mid,1,-14.38,Medium
309,Student_0309,ROLL00309,MBA,4,53.76,1,-1.526,59,low,1,1.94,Medium
310,Student_0310,ROLL00310,CE,2,82.48,0,-1.963,0,mid,0,4.75,Low
311,Student_0311,ROLL00311,Physics,2,84.22,0,-0.329,34,mid,1,6.66,Low
312,Student_0312,ROLL00312,ME,1,77.69,1,0.612,29,mid,1,-11.13,Low
313,Student_0313,ROLL00313,CE,3,78.01,2,1.082,3,mid,0,-13.5,Medium
314,Student_0314,ROLL00314,Physics,4,95.92,0,1.091,34,low,1,11.17,Low
315,Student_0315,ROLL00315,MBA,1,100.0,0,-1.354,13,mid,1,0.23,Low
316,Student_0316,ROLL00316,MBA,3,82.09,1,0.549,31,low,0,12.77,Low
317,Student_0317,ROLL00317,Commerce,2,100.0,0,1.011,4,mid,0,9.71,Low
318,Student_0318,ROLL00318,Commerce,4,100.0,2,-0.531,27,mid,0,10.77,Low
319,Student_0319,ROLL00319,CE,4,72.78,1,-2.0,4,high,0,-5.37,Medium
320,Student_0320,ROLL00320,Physics,4,85.77,0,-0.149,14,mid,1,4.66,Low
321,Student_0321,ROLL00321,Commerce,4,69.0,0,-0.896,29,high,0,4.97,Low
322,Student_0322,ROLL00322,Commerce,1,86.77,0,-0.196,55,mid,1,1.97,Low
323,Student_0323,ROLL00323,ECE,3,68.82,0,-0.491,5,low,1,-5.28,Low
324,Student_0324,ROLL00324,Physics,3,63.67,0,-0.761,10,low,0,-6.65,Medium
325,Student_0325,ROLL00325,MBA,2,64.57,0,-0.031,4,high,1,-9.79,Low
326,Student_0326,ROLL00326,Physics,4,52.87,0,0.781,3,low,1,4.32,Low
327,Student_0327,ROLL00327,ECE,1,100.0,0,1.833,22,mid,1,7.07,Low
328,Student_0328,ROLL00328,Commerce,1,37.3,0,0.845,3,high,1,-35.0,Medium
329,Student_0329,ROLL00329,ME,4,67.08,1,-0.526,21,mid,0,-18.71,Medium
330,Student_0330,ROLL00330,CSE,4,49.41,0,0.661,12,mid,0,-19.14,Medium
331,Student_0331,ROLL00331,BCA,4,55.64,0,0.442,91,low,1,-6.44,Medium
332,Student_0332,ROLL00332,BCA,4,75.97,0,-0.231,12,mid,1,-7.25,Low
333,Student_0333,ROLL00333,CSE,3,79.35,0,-0.839,71,low,1,-10.09,High
334,Student_0334,ROLL00334,BCA,4,84.4,0,-0.262,9,mid,1,-0.28,Low
335,Student_0335,ROLL00335,ME,1,100.0,0,-0.045,8,mid,1,-3.07,Low
336,Student_0336,ROLL00336,MBA,3,65.42,0,-1.11,33,low,1,1.07,High
337,Student_0337,ROLL00337,Commerce,4,34.49,3,-0.287,20,low,0,-9.7,High
338,Student_0338,ROLL00338,Physics,3,55.92,2,-0.487,48,low,0,-8.85,High
339,Student_0339,ROLL00339,MBA,1,68.84,1,0.098,22,mid,0,7.37,Low
340,Student_0340,ROLL00340,ME,2,70.84,0,0.215,14,mid,1,3.95,Low
341,Student_0341,ROLL00341,Commerce,1,55.99,1,0.876,1,high,0,8.78,Low
342,Student_0342,ROLL00342,CSE,2,57.61,0,-1.155,2,low,0,-0.41,Low
343,Student_0343,ROLL00343,Physics,3,73.53,0,-0.187,6,high,1,-16.04,Low
344,Student_0344,ROLL00344,MBA,3,75.0,1,-1.117,7,mid,1,-5.16,Medium
345,Student_0345,ROLL00345,Commerce,4,62.96,0,-0.836,4,low,1,-18.08,Low
346,Student_0346,ROLL00346,Commerce,2,76.86,0,1.987,4,low,1,-5.22,Low
347,Student_0347,ROLL00347,Commerce,3,100.0,1,-0.217,5,mid,0,7.3,Low
348,Student_0348,ROLL00348,MBA,2,81.11,0,-0.097,59,mid,0,3.74,Low
349,Student_0349,ROLL00349,CSE,4,79.62,3,-1.744,59,low,1,1.66,Medium
350,Student_0350,ROLL00350,Commerce,3,56.51,0,1.888,33,low,0,-17.92,Medium
351,Student_0351,ROLL00351,MBA,3,33.04,0,1.154,1,high,0,-16.15,Low
352,Student_0352,ROLL00352,BCA,3,30.0,2,-0.463,16,low,1,-8.71,High
353,Student_0353,ROLL00353,BCA,1,78.05,3,-0.027,0,high,1,-7.11,Medium
354,Student_0354,ROLL00354,BCA,2,80.04,0,-0.207,97,low,1,1.92,Medium
355,Student_0355,ROLL00355,CE,3,79.26,0,-1.561,4,mid,0,8.04,Low
356,Student_0356,ROLL00356,ECE,4,39.83,0,-0.679,3,mid,0,-21.6,Medium
357,Student_0357,ROLL00357,MBA,2,72.26,0,0.354,40,mid,1,-5.05,Medium
358,Student_0358,ROLL00358,ME,2,97.73,2,0.351,8,mid,1,1.51,Low
359,Student_0359,ROLL00359,MBA,2,67.82,2,0.732,4,mid,1,-4.71,Medium
360,Student_0360,ROLL00360,MBA,2,30.0,0,-0.086,4,mid,0,0.06,Medium
361,Student_0361,ROLL00361,MBA,4,96.24,0,0.073,16,mid,1,1.32,Low
362,Student_0362,ROLL00362,Commerce,1,51.27,0,1.261,6,low,1,0.11,Low
363,Student_0363,ROLL00363,CSE,2,90.88,2,-0.484,0,mid,1,-0.06,Low
364,Student_0364,ROLL00364,CE,1,65.56,0,1.318,0,mid,1,-3.71,Low
365,Student_0365,ROLL00365,CE,4,72.74,0,0.952,4,mid,1,-11.17,Low
366,Student_0366,ROLL00366,Physics,4,33.71,1,0.47,3,mid,0,-12.89,Medium
367,Student_0367,ROLL00367,MBA,3,30.0,0,-1.039,0,high,1,-25.05,Medium
368,Student_0368,ROLL00368,CE,1,84.86,0,-1.346,39,low,0,2.52,Medium
369,Student_0369,ROLL00369,Commerce,2,48.29,1,-1.002,9,low,1,-18.02,Medium
370,Student_0370,ROLL00370,CE,2,89.51,0,-0.696,6,mid,1,1.12,Low
371,Student_0371,ROLL00371,ECE,1,82.89,1,1.053,22,low,1,4.12,Low
372,Student_0372,ROLL00372,CE,4,38.16,0,0.437,40,mid,1,-10.22,Medium
373,Student_0373,ROLL00373,CE,3,54.86,0,-0.773,3,low,0,3.64,Medium
374,Student_0374,ROLL00374,ECE,3,88.11,2,0.917,12,mid,1,7.59,Low
375,Student_0375,ROLL00375,MBA,2,83.14,0,-0.808,0,mid,0,6.55,Low
376,Student_0376,ROLL00376,ME,3,77.86,0,-2.0,39,mid,0,-5.53,Medium
377,Student_0377,ROLL00377,Physics,1,73.37,0,1.443,12,low,1,-20.65,Low
378,Student_0378,ROLL00378,MBA,3,88.88,0,1.059,37,mid,1,5.21,Low
379,Student_0379,ROLL00379,CE,2,82.86,0,0.639,17,mid,1,8.29,Low
380,Student_0380,ROLL00380,CE,1,59.18,0,0.046,19,mid,0,2.32,Medium
381,Student_0381,ROLL00381,Commerce,2,76.17,1,-0.216,52,low,0,-9.98,Medium
382,Student_0382,ROLL00382,BCA,2,58.36,1,2.0,1,mid,1,8.35,Low
383,Student_0383,ROLL00383,CE,3,66.91,0,-0.032,72,low,1,-0.8,Medium
384,Student_0384,ROLL00384,ECE,1,78.08,2,-0.946,13,low,0,-10.34,Medium
385,Student_0385,ROLL00385,ME,4,90.64,1,-0.0,19,mid,1,8.42,Low
386,Student_0386,ROLL00386,MBA,1,40.71,0,-0.24,0,high,1,-3.03,Medium
387,Student_0387,ROLL00387,CE,4,75.53,0,-1.549,60,low,0,-0.94,High
388,Student_0388,ROLL00388,BCA,4,71.65,1,0.239,30,low,1,8.2,Low
389,Student_0389,ROLL00389,MBA,4,81.05,2,0.706,13,low,0,1.79,Medium
390,Student_0390,ROLL00390,CSE,4,90.19,2,-0.579,9,mid,1,4.09,Low
391,Student_0391,ROLL00391,Commerce,1,68.74,0,-1.251,16,mid,1,-2.82,Low
392,Student_0392,ROLL00392,MBA,1,59.65,0,0.96,37,low,1,-7.21,Medium
393,Student_0393,ROLL00393,Commerce,1,79.21,0,-0.077,4,high,1,-12.56,Low
394,Student_0394,ROLL00394,MBA,4,65.49,0,0.676,28,low,1,-1.3,Medium
395,Student_0395,ROLL00395,MBA,4,57.31,0,0.862,1,high,0,-1.89,Low
396,Student_0396,ROLL00396,CE,1,51.31,2,0.317,22,low,1,0.93,Medium
397,Student_0397,ROLL00397,MBA,3,79.85,0,0.682,3,high,1,-1.99,Low
398,Student_0398,ROLL00398,BCA,1,87.2,0,1.529,0,mid,1,1.83,Low
399,Student_0399,ROLL00399,MBA,2,77.87,2,1.141,12,mid,1,-7.47,Medium
400,Student_0400,ROLL00400,CSE,1,82.33,0,0.577,13,mid,0,8.51,Low
401,Student_0401,ROLL00401,MBA,2,97.21,0,-1.544,2,low,1,3.66,Low
402,Student_0402,ROLL00402,CE,1,64.55,0,-0.561,10,mid,1,5.71,Low
403,Student_0403,ROLL00403,CE,3,100.0,2,0.157,48,mid,0,8.12,Low
404,Student_0404,ROLL00404,MBA,4,47.94,0,-0.219,4,low,0,-25.1,Medium
405,Student_0405,ROLL00405,CSE,3,77.74,0,-0.334,0,high,0,-11.1,Low
406,Student_0406,ROLL00406,ME,4,96.95,0,-0.064,6,mid,0,10.65,Low
407,Student_0407,ROLL00407,Physics,3,66.11,0,0.496,16,mid,1,-7.28,Low
408,Student_0408,ROLL00408,Commerce,1,71.13,2,-0.627,9,low,1,-6.97,Medium
409,Student_0409,ROLL00409,CSE,1,61.25,2,-0.554,12,mid,1,9.79,Medium
410,Student_0410,ROLL00410,CSE,1,77.08,0,-1.07,11,mid,1,-1.74,Low
411,Student_0411,ROLL00411,Physics,4,53.98,0,1.368,9,mid,1,-12.35,Medium
412,Student_0412,ROLL00412,Commerce,3,40.81,4,-1.358,8,low,1,-12.39,High
413,Student_0413,ROLL00413,ECE,4,87.83,0,1.376,19,mid,1,4.57,Low
414,Student_0414,ROLL00414,MBA,2,71.36,0,2.0,5,mid,0,-17.72,Low
415,Student_0415,ROLL00415,BCA,2,83.53,0,-0.113,34,low,1,-3.5,Medium
416,Student_0416,ROLL00416,BCA,1,30.0,2,0.185,58,low,1,-9.43,High
417,Student_0417,ROLL00417,CSE,2,57.02,0,-0.815,31,low,1,-11.53,Medium
418,Student_0418,ROLL00418,Commerce,3,75.6,0,0.094,17,low,1,5.55,Low
419,Student_0419,ROLL00419,CE,1,100.0,0,1.259,120,low,1,8.73,High
420,Student_0420,ROLL00420,Physics,3,65.45,0,0.451,5,low,1,13.4,Low
421,Student_0421,ROLL00421,ECE,4,57.96,2,-1.35,56,mid,1,-6.32,High
422,Student_0422,ROLL00422,ME,1,79.12,0,-0.284,16,mid,1,-13.98,Low
423,Student_0423,ROLL00423,BCA,3,100.0,0,-0.834,10,low,0,6.82,Low
424,Student_0424,ROLL00424,CE,3,73.36,0,-1.157,0,mid,1,-5.34,Low
425,Student_0425,ROLL00425,CE,4,65.21,1,-0.565,14,high,1,0.39,Low
426,Student_0426,ROLL00426,Physics,3,34.44,0,-0.728,24,mid,1,-2.46,Medium
427,Student_0427,ROLL00427,BCA,3,69.44,0,1.029,1,high,1,3.98,Low
428,Student_0428,ROLL00428,BCA,3,100.0,0,-0.334,11,mid,0,3.46,Low
429,Student_0429,ROLL00429,Commerce,1,78.82,0,-0.593,27,mid,1,-0.48,Low
430,Student_0430,ROLL00430,CSE,4,97.32,0,-0.928,32,mid,0,3.36,Low
431,Student_0431,ROLL00431,CE,3,89.94,0,-1.023,27,low,1,1.49,Low
432,Student_0432,ROLL00432,CSE,1,48.32,2,-0.158,10,mid,1,-13.45,Medium
433,Student_0433,ROLL00433,BCA,1,42.52,0,-0.622,25,mid,1,-7.34,Medium
434,Student_0434,ROLL00434,ECE,3,30.31,0,0.145,13,mid,1,-5.65,Medium
435,Student_0435,ROLL00435,Physics,3,65.33,0,-0.715,2,low,1,1.17,Low
436,Student_0436,ROLL00436,Physics,4,85.33,0,-1.49,14,mid,1,2.47,Low
437,Student_0437,ROLL00437,ECE,2,100.0,0,1.138,0,low,1,3.14,Low
438,Student_0438,ROLL00438,Physics,2,71.6,0,0.823,24,high,1,-0.69,Low
439,Student_0439,ROLL00439,BCA,1,46.42,0,-0.525,0,low,0,-3.76,Medium
440,Student_0440,ROLL00440,Commerce,3,58.33,0,0.472,16,low,1,-3.13,Medium
441,Student_0441,ROLL00441,CSE,2,52.99,0,-0.921,4,low,1,-6.94,Medium
442,Student_0442,ROLL00442,MBA,1,95.46,0,-0.412,9,high,0,10.85,Low
443,Student_0443,ROLL00443,ECE,4,60.49,0,-0.852,3,high,0,-14.7,Low
444,Student_0444,ROLL00444,MBA,1,81.25,1,0.811,15,mid,0,-1.28,Low
445,Student_0445,ROLL00445,ECE,2,65.11,0,-0.398,44,mid,0,-12.47,Medium
446,Student_0446,ROLL00446,Commerce,2,76.85,0,1.172,14,mid,0,6.46,Low
447,Student_0447,ROLL00447,Commerce,1,90.65,0,-0.97,58,low,0,1.01,Medium
448,Student_0448,ROLL00448,Commerce,3,65.93,2,1.674,15,low,1,-4.2,Low
449,Student_0449,ROLL00449,ECE,2,95.33,0,-0.366,9,low,0,2.24,Low
450,Student_0450,ROLL00450,MBA,1,67.25,0,-0.045,91,low,0,-0.44,High
451,Student_0451,ROLL00451,Commerce,1,46.98,0,-1.097,21,mid,0,-23.82,High
452,Student_0452,ROLL00452,CSE,1,76.37,0,-0.196,88,low,1,-0.62,Medium
453,Student_0453,ROLL00453,ECE,4,84.57,0,1.513,25,mid,0,4.99,Low
454,Student_0454,ROLL00454,ME,4,68.06,0,0.571,20,mid,1,-5.66,Low
455,Student_0455,ROLL00455,CSE,1,62.02,3,-0.742,15,mid,0,7.33,Medium
456,Student_0456,ROLL00456,ECE,2,100.0,0,1.665,119,low,1,2.56,Medium
457,Student_0457,ROLL00457,BCA,1,100.0,0,-0.346,1,high,0,-5.06,Low
458,Student_0458,ROLL00458,BCA,4,50.63,1,-0.721,13,mid,1,-17.88,Medium
459,Student_0459,ROLL00459,MBA,2,90.14,0,-1.646,67,low,0,10.53,Medium
460,Student_0460,ROLL00460,ME,3,79.71,0,-0.834,11,mid,1,-7.65,Low
461,Student_0461,ROLL00461,MBA,4,92.1,0,-0.732,44,low,1,12.45,Low
462,Student_0462,ROLL00462,CSE,2,75.48,0,-0.705,11,mid,1,-12.2,Low
463,Student_0463,ROLL00463,ECE,1,73.39,0,-1.274,16,mid,1,0.04,Low
464,Student_0464,ROLL00464,Physics,2,100.0,0,0.09,7,low,0,12.62,Low
465,Student_0465,ROLL00465,BCA,2,36.44,2,-2.0,1,low,1,-11.77,High
466,Student_0466,ROLL00466,ECE,2,67.82,0,1.705,1,mid,1,15.0,Low
467,Student_0467,ROLL00467,BCA,3,58.31,0,-0.715,10,mid,1,-7.88,Low
468,Student_0468,ROLL00468,ME,3,59.86,2,-0.213,19,low,0,14.36,Low
469,Student_0469,ROLL00469,BCA,2,59.78,0,-0.781,118,low,1,-5.08,High
470,Student_0470,ROLL00470,Physics,1,90.29,0,2.0,49,low,0,5.58,Low
471,Student_0471,ROLL00471,MBA,1,75.69,1,-1.616,6,mid,1,-0.6,Medium
472,Student_0472,ROLL00472,CE,2,100.0,0,0.393,2,low,1,3.62,Low
473,Student_0473,ROLL00473,Physics,3,62.98,2,0.329,34,mid,1,3.72,Medium
474,Student_0474,ROLL00474,ECE,4,58.18,1,1.127,1,high,1,-15.3,Low
475,Student_0475,ROLL00475,ECE,1,65.46,0,-0.388,51,low,1,-5.44,Medium
476,Student_0476,ROLL00476,CSE,4,72.89,0,0.065,1,mid,1,-4.65,Low
477,Student_0477,ROLL00477,Physics,3,75.01,0,0.559,14,low,1,-4.39,Low
478,Student_0478,ROLL00478,BCA,3,61.38,0,-0.779,120,low,1,6.7,High
479,Student_0479,ROLL00479,ME,1,59.83,0,-0.588,2,high,1,8.35,Low
480,Student_0480,ROLL00480,Commerce,4,37.98,0,-0.137,13,mid,1,-9.54,Medium
481,Student_0481,ROLL00481,BCA,3,58.77,3,-0.243,17,mid,1,-2.98,Medium
482,Student_0482,ROLL00482,Physics,4,65.01,1,0.004,18,mid,1,0.05,Low
483,Student_0483,ROLL00483,CE,4,78.99,0,-0.515,29,mid,1,-1.05,Low
484,Student_0484,ROLL00484,Physics,4,58.56,1,-0.477,0,high,1,-17.9,Medium
485,Student_0485,ROLL00485,ECE,1,54.88,0,-0.393,3,high,0,-8.77,Low
486,Student_0486,ROLL00486,ECE,2,54.61,0,0.307,77,low,1,-10.78,High
487,Student_0487,ROLL00487,MBA,2,70.24,0,-1.309,53,low,0,12.48,Medium
488,Student_0488,ROLL00488,MBA,3,76.74,0,-0.496,32,mid,1,5.78,Low
489,Student_0489,ROLL00489,Commerce,4,30.0,1,0.244,1,high,1,-20.72,Medium
490,Student_0490,ROLL00490,ME,1,74.69,0,0.074,5,mid,0,-4.28,Low
491,Student_0491,ROLL00491,MBA,1,66.23,0,-0.339,6,high,1,-16.14,Low
492,Student_0492,ROLL00492,CSE,3,39.53,0,1.179,13,mid,0,2.95,Low
493,Student_0493,ROLL00493,ECE,2,43.72,2,-0.611,2,high,1,-7.96,Medium
494,Student_0494,ROLL00494,MBA,3,99.18,1,-0.547,4,mid,0,-5.59,Low
495,Student_0495,ROLL00495,ME,4,30.0,1,0.072,29,mid,0,-8.23,High
496,Student_0496,ROLL00496,BCA,3,75.58,0,-0.238,9,mid,0,-6.05,Low
497,Student_0497,ROLL00497,Commerce,3,58.49,0,-1.888,5,high,0,-7.77,Medium
498,Student_0498,ROLL00498,CSE,3,62.57,0,-0.101,12,low,1,-13.57,Low
499,Student_0499,ROLL00499,BCA,4,86.02,0,0.76,5,high,0,10.65,Low
500,Student_0500,ROLL00500,BCA,2,82.9,0,-0.208,15,high,0,0.17,Low
501,Student_0501,ROLL00501,Commerce,1,65.12,0,-0.745,7,mid,1,-8.44,Low
502,Student_0502,ROLL00502,Physics,2,49.67,0,-0.893,7,high,1,-15.27,Medium
503,Student_0503,ROLL00503,CSE,4,74.78,0,-0.02,41,low,1,-3.86,Medium
504,Student_0504,ROLL00504,ME,4,61.4,1,1.097,65,mid,0,5.67,Medium
505,Student_0505,ROLL00505,Physics,2,79.6,2,-0.2,30,low,1,-17.14,High
506,Student_0506,ROLL00506,ECE,3,90.45,0,-1.582,7,low,1,-2.77,Low
507,Student_0507,ROLL00507,CSE,4,61.15,0,0.649,4,low,1,1.65,Low
508,Student_0508,ROLL00508,CE,1,93.52,0,0.032,15,mid,0,-5.71,Low
509,Student_0509,ROLL00509,ECE,3,89.9,0,-2.0,36,low,1,13.21,Low
510,Student_0510,ROLL00510,ME,2,91.94,0,-0.617,100,low,1,5.57,Medium
511,Student_0511,ROLL00511,Commerce,3,87.11,0,-0.901,40,mid,0,-1.82,Medium
512,Student_0512,ROLL00512,MBA,3,88.97,0,1.072,0,high,1,0.29,Low
513,Student_0513,ROLL00513,ME,2,65.29,3,-0.104,13,high,1,-8.08,Medium
514,Student_0514,ROLL00514,CSE,3,36.91,0,-2.0,5,high,1,-19.93,Medium
515,Student_0515,ROLL00515,Physics,1,66.2,0,1.001,20,low,1,-0.88,Low
516,Student_0516,ROLL00516,BCA,2,61.89,2,-0.273,9,low,1,-4.7,Medium
517,Student_0517,ROLL00517,CSE,1,75.61,0,-1.274,3,mid,0,-0.32,Low
518,Student_0518,ROLL00518,Physics,1,60.73,0,-0.593,13,low,0,-15.41,Medium
519,Student_0519,ROLL00519,ECE,1,93.39,2,0.843,3,mid,0,8.81,Low
520,Student_0520,ROLL00520,CSE,3,79.52,0,1.284,14,mid,1,3.77,Low
521,Student_0521,ROLL00521,CE,2,63.7,1,-1.394,47,mid,0,5.43,Medium
522,Student_0522,ROLL00522,BCA,3,77.14,0,-1.595,8,low,0,-2.97,Medium
523,Student_0523,ROLL00523,Physics,4,49.74,1,0.472,49,low,0,-19.06,Medium
524,Student_0524,ROLL00524,ECE,3,50.5,0,-1.353,10,low,1,0.98,Medium
525,Student_0525,ROLL00525,MBA,4,71.11,1,0.151,5,mid,0,0.04,Low
526,Student_0526,ROLL00526,CSE,3,67.02,2,-0.354,4,low,1,-6.9,Medium
527,Student_0527,ROLL00527,CSE,2,93.24,1,-1.388,0,mid,1,6.82,Low
528,Student_0528,ROLL00528,CSE,3,89.01,0,-0.878,19,high,1,-2.45,Low
529,Student_0529,ROLL00529,CE,2,74.29,0,1.524,20,low,0,-13.93,Medium
530,Student_0530,ROLL00530,CSE,4,82.52,0,-0.231,44,low,0,10.25,Low
531,Student_0531,ROLL00531,CSE,1,84.59,0,1.629,0,high,1,-5.04,Low
532,Student_0532,ROLL00532,CSE,1,61.73,1,-1.229,86,low,1,-6.16,High
533,Student_0533,ROLL00533,Commerce,1,62.88,0,-0.285,2,high,0,-6.99,Low
534,Student_0534,ROLL00534,MBA,3,100.0,0,0.832,0,high,0,6.63,Low
535,Student_0535,ROLL00535,ECE,1,100.0,0,-0.77,5,high,0,5.74,Low
536,Student_0536,ROLL00536,MBA,3,32.91,0,1.291,23,mid,1,-13.73,Medium
537,Student_0537,ROLL00537,ECE,3,52.34,0,-0.345,3,mid,1,0.91,Low
538,Student_0538,ROLL00538,CSE,3,35.64,3,-0.512,0,high,0,-21.37,High
539,Student_0539,ROLL00539,Physics,2,100.0,0,1.667,58,low,1,0.94,Low
540,Student_0540,ROLL00540,CE,1,58.81,0,-0.539,5,high,1,-14.58,Low
541,Student_0541,ROLL00541,BCA,2,71.87,0,2.0,37,mid,1,-7.75,Medium
542,Student_0542,ROLL00542,ME,1,64.97,0,-1.374,4,mid,1,-0.06,Low
543,Student_0543,ROLL00543,Commerce,4,52.65,0,-0.8,14,mid,1,-4.98,Low
544,Student_0544,ROLL00544,Commerce,4,84.38,0,0.401,8,mid,1,-3.17,Low
545,Student_0545,ROLL00545,CSE,3,49.36,1,0.931,33,low,1,-6.14,Medium
546,Student_0546,ROLL00546,MBA,4,61.62,2,-0.699,1,high,0,-8.22,Medium
547,Student_0547,ROLL00547,ECE,1,49.11,0,-0.294,54,low,1,-9.83,Medium
548,Student_0548,ROLL00548,ECE,2,63.56,1,0.578,7,mid,1,8.26,Low
549,Student_0549,ROLL00549,CE,4,61.05,1,0.41,15,high,0,-0.14,Low
550,Student_0550,ROLL00550,CSE,3,50.8,0,-0.274,40,mid,1,-19.26,High
551,Student_0551,ROLL00551,Commerce,1,72.63,3,-0.088,36,low,0,9.71,Medium
552,Student_0552,ROLL00552,CSE,1,89.24,0,0.034,1,high,1,-10.0,Low
553,Student_0553,ROLL00553,BCA,1,100.0,2,-0.165,67,low,0,-1.13,Medium
554,Student_0554,ROLL00554,Commerce,4,64.68,0,0.295,15,low,1,2.29,Low
555,Student_0555,ROLL00555,BCA,4,76.7,1,-0.2,2,mid,1,-11.23,Low
556,Student_0556,ROLL00556,CSE,1,76.78,0,0.738,3,high,0,-3.19,Low
557,Student_0557,ROLL00557,MBA,2,77.02,0,-1.691,10,mid,1,-10.83,Medium
558,Student_0558,ROLL00558,MBA,2,60.29,0,-0.4,12,low,0,-18.14,Medium
559,Student_0559,ROLL00559,Physics,3,100.0,2,-0.751,16,low,0,-7.22,Medium
560,Student_0560,ROLL00560,CE,1,43.27,2,-0.419,29,low,0,-14.84,High
561,Student_0561,ROLL00561,BCA,3,55.09,2,-0.029,1,mid,0,-13.63,Medium
562,Student_0562,ROLL00562,ECE,2,68.42,1,1.282,10,low,1,1.7,Low
563,Student_0563,ROLL00563,CE,2,63.57,0,1.351,2,low,0,-8.23,Low
564,Student_0564,ROLL00564,ECE,2,56.13,0,1.404,6,mid,0,-0.63,Low
565,Student_0565,ROLL00565,Commerce,2,100.0,0,0.11,11,mid,0,6.08,Low
566,Student_0566,ROLL00566,BCA,1,79.48,0,-0.829,10,low,1,-1.47,Low
567,Student_0567,ROLL00567,MBA,1,74.64,0,2.0,6,low,0,7.88,Low
568,Student_0568,ROLL00568,CSE,4,41.7,1,0.614,5,low,0,-4.05,Medium
569,Student_0569,ROLL00569,ECE,4,56.66,1,0.632,0,high,1,-6.79,Low
570,Student_0570,ROLL00570,BCA,2,68.87,0,-1.687,24,low,0,-16.51,Medium
571,Student_0571,ROLL00571,MBA,1,64.95,0,-1.027,6,high,0,-5.99,Low
572,Student_0572,ROLL00572,BCA,1,67.06,2,-1.861,28,low,0,5.5,Medium
573,Student_0573,ROLL00573,Physics,4,100.0,0,0.587,2,mid,1,10.07,Low
574,Student_0574,ROLL00574,ME,3,76.29,1,-2.0,38,low,1,-5.94,Medium
575,Student_0575,ROLL00575,BCA,2,79.01,0,-0.291,15,low,1,-7.75,Low
576,Student_0576,ROLL00576,ECE,4,58.89,0,-1.335,27,mid,0,-1.08,Medium
577,Student_0577,ROLL00577,ME,1,77.88,0,-0.196,50,mid,1,5.48,Low
578,Student_0578,ROLL00578,Commerce,3,53.46,0,-0.236,13,low,1,-8.82,Low
579,Student_0579,ROLL00579,CSE,2,34.7,0,0.439,24,mid,0,-29.96,High
580,Student_0580,ROLL00580,Physics,1,77.22,0,0.281,36,low,0,-1.46,Medium
581,Student_0581,ROLL00581,CSE,4,69.93,1,-0.657,0,mid,1,-3.39,Medium
582,Student_0582,ROLL00582,ECE,2,100.0,0,-0.453,9,mid,0,6.66,Low
583,Student_0583,ROLL00583,Commerce,2,58.78,0,1.598,3,high,0,2.87,Low
584,Student_0584,ROLL00584,Physics,2,74.33,1,-0.063,16,mid,0,-15.75,Medium
585,Student_0585,ROLL00585,MBA,3,39.13,2,0.014,26,mid,1,-22.1,High
586,Student_0586,ROLL00586,Physics,2,68.6,0,0.901,0,low,0,14.48,Low
587,Student_0587,ROLL00587,ME,2,80.98,0,-0.17,20,mid,1,-1.06,Low
588,Student_0588,ROLL00588,Commerce,4,71.6,1,0.351,10,high,0,-5.61,Low
589,Student_0589,ROLL00589,BCA,2,88.92,0,-1.27,8,mid,0,0.81,Low
590,Student_0590,ROLL00590,Physics,2,76.08,0,-0.054,2,high,0,1.88,Low
591,Student_0591,ROLL00591,BCA,3,72.74,1,0.334,0,high,0,8.82,Low
592,Student_0592,ROLL00592,Physics,4,75.99,0,-0.424,11,mid,1,-8.88,Low
593,Student_0593,ROLL00593,BCA,4,83.29,0,0.452,0,high,0,-3.05,Low
594,Student_0594,ROLL00594,CSE,3,51.81,0,0.068,50,low,1,0.87,Medium
595,Student_0595,ROLL00595,ME,1,72.58,1,0.075,2,mid,1,-11.2,Medium
596,Student_0596,ROLL00596,ME,3,65.99,1,-0.012,19,low,1,-15.66,Medium
597,Student_0597,ROLL00597,BCA,3,67.36,0,0.689,2,low,1,-8.47,Low
598,Student_0598,ROLL00598,CSE,1,84.0,0,0.138,9,high,1,-4.91,Low
599,Student_0599,ROLL00599,MBA,3,59.54,0,-0.574,1,mid,1,1.29,Low
600,Student_0600,ROLL00600,ECE,1,64.67,0,-0.211,10,high,1,-12.78,Low
601,Student_0601,ROLL00601,CSE,1,71.29,0,0.12,0,high,1,-9.7,Low
602,Student_0602,ROLL00602,CE,1,34.66,2,0.974,1,low,1,-19.94,Medium
603,Student_0603,ROLL00603,Commerce,2,96.64,0,-2.0,28,low,0,8.45,Low
604,Student_0604,ROLL00604,Physics,4,63.97,1,-1.955,99,low,1,-0.96,High
605,Student_0605,ROLL00605,BCA,1,67.9,2,-0.89,28,mid,1,-15.18,Medium
606,Student_0606,ROLL00606,CE,4,65.72,1,2.0,2,high,1,-11.21,Low
